airport_ident,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
LTFD,Y,2,2-3,Mixed,BOTH,HIGH
LTFE,Y,3,2-3,Mixed,BOTH,HIGH
LTFH,Y,2,2-3,Mixed,BOTH,MEDIUM
LTFJ,Y,2,2-3,Mixed,TERMINAL,MEDIUM
LTFO,Y,2,2-3,Mixed,TERMINAL,MEDIUM
LUBL,Y,2,2-3,NDB Family,TERMINAL,HIGH
LUKK,Y,1,1,Radio Nav,BOTH,HIGH
LWD,Y,1,1,Radio Nav,BOTH,HIGH
LWOH,Y,2,2-3,Mixed,LO,HIGH
LWSK,Y,3,2-3,Mixed,BOTH,HIGH
LXGB,Y,1,1,Radio Nav,BOTH,HIGH
LY-0019,Y,2,2-3,Radio Nav,BOTH,HIGH
LYBE,Y,4,4+,Mixed,TERMINAL,HIGH
LYNI,Y,1,1,Radio Nav,BOTH,LOW
LYPG,Y,3,2-3,Mixed,TERMINAL,HIGH
LYTV,Y,1,1,NDB Family,BOTH,MEDIUM
LYVR,Y,2,2-3,Mixed,TERMINAL,LOW
LZIB,Y,3,2-3,Mixed,BOTH,HIGH
LZKZ,Y,2,2-3,Mixed,TERMINAL,HIGH
LZMC,Y,1,1,NDB Family,TERMINAL,MEDIUM
LZPP,Y,1,1,NDB Family,TERMINAL,MEDIUM
LZSL,Y,1,1,Radio Nav,BOTH,HIGH
LZTN,Y,1,1,NDB Family,TERMINAL,LOW
LZTT,Y,4,4+,Mixed,TERMINAL,HIGH
LZZI,Y,1,1,NDB Family,BOTH,HIGH
MA-0012,Y,1,1,Radio Nav,BOTH,HIGH
MBGT,Y,2,2-3,Mixed,BOTH,HIGH
MBPV,Y,2,2-3,Mixed,BOTH,HIGH
MBSC,Y,1,1,NDB Family,BOTH,MEDIUM
MDBH,Y,2,2-3,Mixed,LO,HIGH
MDCR,Y,1,1,Radio Nav,BOTH,HIGH
MDJB,Y,1,1,Radio Nav,LO,HIGH
MDLR,Y,2,2-3,Mixed,LO,HIGH
MDMC,Y,1,1,NDB Family,LO,MEDIUM
MDPC,Y,2,2-3,Mixed,LO,HIGH
MDPP,Y,2,2-3,Mixed,LO,HIGH
MDSD,Y,2,2-3,Mixed,BOTH,HIGH
MDSI,Y,2,2-3,Mixed,LO,MEDIUM
MDST,Y,1,1,Radio Nav,LO,MEDIUM
MGGT,Y,2,2-3,Mixed,BOTH,HIGH
MGPB,Y,2,2-3,Mixed,BOTH,MEDIUM
MGPP,Y,1,1,NDB Family,TERMINAL,MEDIUM
MGRB,Y,1,1,NDB Family,LO,MEDIUM
MGRT,Y,1,1,NDB Family,LO,MEDIUM
MGSJ,Y,2,2-3,Mixed,LO,HIGH
MGTK,Y,1,1,Radio Nav,BOTH,HIGH
MHLC,Y,2,2-3,Mixed,BOTH,HIGH
MHLM,Y,2,2-3,Mixed,BOTH,HIGH
MHPL,Y,1,1,NDB Family,BOTH,MEDIUM
MHRO,Y,2,2-3,Mixed,BOTH,HIGH
MHSC,Y,1,1,Radio Nav,TERMINAL,HIGH
MHTG,Y,3,2-3,Mixed,BOTH,HIGH
MHTJ,Y,1,1,NDB Family,LO,MEDIUM
MKJP,Y,2,2-3,Mixed,BOTH,HIGH
MKJS,Y,2,2-3,Mixed,BOTH,HIGH
ML-0001,Y,1,1,NDB Family,BOTH,MEDIUM
MMAA,Y,1,1,Radio Nav,BOTH,HIGH
MMAN,Y,1,1,Radio Nav,BOTH,HIGH
MMAS,Y,1,1,Radio Nav,BOTH,HIGH
MMBT,Y,1,1,Radio Nav,BOTH,HIGH
MMCB,Y,2,2-3,Radio Nav,BOTH,HIGH
MMCE,Y,1,1,Radio Nav,BOTH,HIGH
MMCL,Y,1,1,Radio Nav,BOTH,HIGH
MMCM,Y,1,1,Radio Nav,BOTH,HIGH
MMCN,Y,1,1,Radio Nav,BOTH,HIGH
MMCO,Y,1,1,Radio Nav,LO,MEDIUM
MMCP,Y,1,1,Radio Nav,BOTH,HIGH
MMCS,Y,1,1,Radio Nav,BOTH,HIGH
MMCT,Y,1,1,Radio Nav,BOTH,HIGH
MMCU,Y,2,2-3,Mixed,BOTH,HIGH
MMCV,Y,1,1,Radio Nav,BOTH,HIGH
MMCZ,Y,2,2-3,Mixed,BOTH,HIGH
MMDO,Y,1,1,Radio Nav,BOTH,HIGH
MMEP,Y,1,1,Radio Nav,BOTH,HIGH
MMES,Y,1,1,NDB Family,LO,MEDIUM
MMGL,Y,2,2-3,Mixed,TERMINAL,HIGH
MMGM,Y,1,1,NDB Family,BOTH,MEDIUM
MMHO,Y,1,1,Radio Nav,BOTH,HIGH
MMIA,Y,1,1,Radio Nav,BOTH,HIGH
MMIO,Y,1,1,Radio Nav,BOTH,HIGH
MMIT,Y,1,1,Radio Nav,BOTH,HIGH
MMLM,Y,1,1,Radio Nav,BOTH,HIGH
MMLO,Y,1,1,Radio Nav,BOTH,HIGH
MMLP,Y,2,2-3,Mixed,BOTH,HIGH
MMLT,Y,1,1,Radio Nav,BOTH,HIGH
MMMA,Y,1,1,Radio Nav,BOTH,HIGH
MMMD,Y,2,2-3,Mixed,BOTH,HIGH
MMML,Y,1,1,Radio Nav,BOTH,HIGH
MMMM,Y,1,1,Radio Nav,BOTH,HIGH
MMMT,Y,1,1,Radio Nav,BOTH,HIGH
MMMV,Y,1,1,Radio Nav,BOTH,HIGH
MMMX,Y,3,2-3,Mixed,BOTH,HIGH
MMMY,Y,1,1,Radio Nav,BOTH,HIGH
MMMZ,Y,1,1,Radio Nav,BOTH,HIGH
MMNL,Y,1,1,Radio Nav,BOTH,HIGH
MMOX,Y,1,1,Radio Nav,BOTH,HIGH
MMPA,Y,1,1,Radio Nav,BOTH,HIGH
MMPB,Y,1,1,Radio Nav,BOTH,HIGH
MMPC,Y,1,1,Radio Nav,BOTH,HIGH
MMPG,Y,1,1,Radio Nav,BOTH,HIGH
MMPN,Y,1,1,Radio Nav,BOTH,HIGH
MMPR,Y,1,1,Radio Nav,BOTH,HIGH
MMPS,Y,1,1,Radio Nav,BOTH,HIGH
MMQT,Y,1,1,Radio Nav,BOTH,HIGH
MMRX,Y,1,1,Radio Nav,BOTH,HIGH
MMSD,Y,1,1,Radio Nav,BOTH,HIGH
MMSP,Y,1,1,Radio Nav,BOTH,HIGH
MMTB,Y,1,1,Radio Nav,BOTH,HIGH
MMTC,Y,1,1,Radio Nav,BOTH,HIGH
MMTG,Y,1,1,Radio Nav,BOTH,HIGH
MMTJ,Y,1,1,Radio Nav,BOTH,HIGH
MMTM,Y,2,2-3,Mixed,BOTH,HIGH
MMTN,Y,1,1,Radio Nav,BOTH,HIGH
MMTO,Y,1,1,Radio Nav,BOTH,HIGH
MMTP,Y,1,1,Radio Nav,BOTH,HIGH
MMUN,Y,1,1,Radio Nav,BOTH,HIGH
MMVA,Y,1,1,Radio Nav,BOTH,HIGH
MMVR,Y,1,1,Radio Nav,BOTH,HIGH
MMZC,Y,1,1,Radio Nav,BOTH,HIGH
MMZH,Y,1,1,Radio Nav,BOTH,HIGH
MMZO,Y,1,1,Radio Nav,BOTH,HIGH
MMZP,Y,1,1,Radio Nav,BOTH,HIGH
MNBL,Y,1,1,Radio Nav,BOTH,MEDIUM
MNMG,Y,2,2-3,Mixed,BOTH,HIGH
MNPC,Y,1,1,Radio Nav,BOTH,HIGH
MOS,Y,2,2-3,Mixed,LO,MEDIUM
MPBO,Y,1,1,Radio Nav,BOTH,HIGH
MPCE,Y,1,1,NDB Family,TERMINAL,MEDIUM
MPDA,Y,2,2-3,Mixed,BOTH,HIGH
MPEJ,Y,1,1,Radio Nav,LO,HIGH
MPSA,Y,1,1,Radio Nav,BOTH,HIGH
MPTO,Y,4,4+,Mixed,BOTH,HIGH
MR-0013,Y,2,2-3,Mixed,BOTH,HIGH
MRBC,Y,1,1,NDB Family,BOTH,MEDIUM
MRCC,Y,1,1,NDB Family,BOTH,MEDIUM
MRLB,Y,1,1,Radio Nav,BOTH,HIGH
MRLC,Y,1,1,NDB Family,LO,MEDIUM
MRLM,Y,1,1,Radio Nav,BOTH,HIGH
MROC,Y,2,2-3,Mixed,TERMINAL,HIGH
MRQP,Y,1,1,NDB Family,BOTH,MEDIUM
MS96,Y,1,1,Radio Nav,BOTH,MEDIUM
MSLP,Y,2,2-3,Mixed,BOTH,HIGH
MSSS,Y,2,2-3,Mixed,BOTH,HIGH
MTCA,Y,1,1,NDB Family,LO,MEDIUM
MTCH,Y,2,2-3,Mixed,BOTH,HIGH
MTPP,Y,2,2-3,Mixed,BOTH,HIGH
MUBA,Y,1,1,NDB Family,BOTH,MEDIUM
MUBY,Y,1,1,NDB Family,BOTH,MEDIUM
MUCA,Y,2,2-3,Mixed,BOTH,HIGH
MUCC,Y,2,2-3,Mixed,BOTH,HIGH
MUCF,Y,2,2-3,Mixed,BOTH,HIGH
MUCL,Y,2,2-3,Mixed,BOTH,HIGH
MUCM,Y,2,2-3,Mixed,BOTH,HIGH
MUCU,Y,2,2-3,Mixed,BOTH,HIGH
MUGM,Y,2,2-3,Radio Nav,BOTH,HIGH
MUGT,Y,1,1,NDB Family,BOTH,MEDIUM
MUHA,Y,1,1,Radio Nav,BOTH,HIGH
MUHG,Y,2,2-3,Mixed,BOTH,HIGH
MUMO,Y,1,1,NDB Family,BOTH,MEDIUM
MUMZ,Y,1,1,Radio Nav,BOTH,HIGH
MUNG,Y,1,1,NDB Family,BOTH,MEDIUM
MUPB,Y,2,2-3,Mixed,BOTH,LOW
MUSA,Y,1,1,NDB Family,BOTH,MEDIUM
MUSC,Y,1,1,NDB Family,BOTH,MEDIUM
MUTD,Y,1,1,NDB Family,LO,LOW
MUVR,Y,2,2-3,Mixed,TERMINAL,HIGH
MUVT,Y,1,1,NDB Family,BOTH,MEDIUM
MWCB,Y,1,1,NDB Family,BOTH,MEDIUM
MWCR,Y,2,2-3,Mixed,BOTH,HIGH
MX-2509,Y,1,1,Radio Nav,BOTH,HIGH
MX-2510,Y,1,1,Radio Nav,LO,MEDIUM
MX-2517,Y,1,1,Radio Nav,BOTH,HIGH
MYAM,Y,1,1,NDB Family,BOTH,MEDIUM
MYAT,Y,1,1,Radio Nav,BOTH,HIGH
MYAW,Y,1,1,NDB Family,LO,MEDIUM
MYBC,Y,1,1,NDB Family,BOTH,LOW
MYBS,Y,1,1,Radio Nav,BOTH,HIGH
MYEF,Y,1,1,NDB Family,BOTH,LOW
MYEM,Y,1,1,NDB Family,BOTH,LOW
MYGF,Y,2,2-3,Mixed,BOTH,HIGH
MYIG,Y,1,1,NDB Family,BOTH,MEDIUM
MYLS,Y,1,1,NDB Family,BOTH,MEDIUM
MYNN,Y,2,2-3,Mixed,BOTH,HIGH
MYSM,Y,1,1,NDB Family,BOTH,MEDIUM
MZBZ,Y,2,2-3,Mixed,BOTH,HIGH
NCAI,Y,1,1,NDB Family,BOTH,HIGH
NCAT,Y,1,1,NDB Family,BOTH,HIGH
NCRG,Y,2,2-3,Mixed,BOTH,HIGH
NFFN,Y,4,4+,Mixed,BOTH,HIGH
NFNA,Y,4,4+,Mixed,BOTH,HIGH
NFNK,Y,1,1,NDB Family,BOTH,LOW
NFNL,Y,1,1,Radio Nav,BOTH,HIGH
NFNM,Y,1,1,NDB Family,BOTH,LOW
NFTF,Y,2,2-3,Mixed,BOTH,HIGH
NFTL,Y,1,1,NDB Family,TERMINAL,MEDIUM
NFTV,Y,1,1,NDB Family,BOTH,LOW
NGFU,Y,1,1,NDB Family,BOTH,MEDIUM
NGTA,Y,2,2-3,Mixed,BOTH,MEDIUM
NGTB,Y,1,1,NDB Family,BOTH,LOW
NIUE,Y,1,1,NDB Family,BOTH,MEDIUM
NJ24,Y,1,1,Radio Nav,BOTH,HIGH
NL-0144,Y,1,1,Radio Nav,BOTH,HIGH
NL-0145,Y,1,1,Radio Nav,BOTH,HIGH
NLWF,Y,1,1,NDB Family,TERMINAL,LOW
NLWW,Y,2,2-3,Mixed,BOTH,HIGH
NM78,Y,1,1,Radio Nav,LO,MEDIUM
NSFA,Y,2,2-3,Mixed,BOTH,HIGH
NSTU,Y,3,2-3,Mixed,BOTH,HIGH
NTAA,Y,2,2-3,Mixed,TERMINAL,HIGH
NTAR,Y,1,1,NDB Family,BOTH,MEDIUM
NTAT,Y,1,1,NDB Family,RNAV,MEDIUM
NTAV,Y,1,1,NDB Family,TERMINAL,LOW
NTGA,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTGB,Y,1,1,NDB Family,TERMINAL,HIGH
NTGE,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTGF,Y,1,1,NDB Family,BOTH,MEDIUM
NTGI,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTGJ,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTGM,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTGN,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTGT,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTMD,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTMN,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
NTMU,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTTB,Y,1,1,NDB Family,BOTH,HIGH
NTTG,Y,3,2-3,Mixed,BOTH,HIGH
NTTH,Y,2,2-3,Mixed,TERMINAL,HIGH
NTTM,Y,1,1,NDB Family,TERMINAL,MEDIUM
NTTO,Y,2,2-3,Mixed,BOTH,HIGH
NTTP,Y,1,1,NDB Family,BOTH,MEDIUM
NTTR,Y,1,1,NDB Family,BOTH,MEDIUM
NVSD,Y,1,1,NDB Family,BOTH,MEDIUM
NVSS,Y,1,1,NDB Family,BOTH,LOW
NVVV,Y,2,2-3,Mixed,BOTH,HIGH
NVVW,Y,1,1,NDB Family,BOTH,HIGH
NWWD,Y,1,1,NDB Family,TERMINAL,LOW
NWWE,Y,1,1,NDB Family,TERMINAL,LOW
NWWK,Y,1,1,NDB Family,TERMINAL,LOW
NWWL,Y,2,2-3,Mixed,TERMINAL,LOW
NWWM,Y,3,2-3,Mixed,TERMINAL,HIGH
NWWR,Y,1,1,NDB Family,TERMINAL,LOW
NWWU,Y,1,1,NDB Family,TERMINAL,LOW
NWWV,Y,1,1,NDB Family,TERMINAL,LOW
NWWW,Y,4,4+,Mixed,BOTH,HIGH
NZAA,Y,3,2-3,Mixed,BOTH,HIGH
NZAP,Y,1,1,NDB Family,BOTH,MEDIUM
NZAS,Y,1,1,NDB Family,BOTH,MEDIUM
NZCH,Y,4,4+,Mixed,TERMINAL,HIGH
NZCI,Y,1,1,NDB Family,RNAV,MEDIUM
NZDN,Y,5,4+,Mixed,TERMINAL,HIGH
NZGB,Y,1,1,NDB Family,BOTH,MEDIUM
NZGS,Y,1,1,Radio Nav,BOTH,HIGH
NZHK,Y,1,1,NDB Family,BOTH,MEDIUM
NZHN,Y,2,2-3,Mixed,BOTH,HIGH
NZKI,Y,1,1,NDB Family,BOTH,LOW
NZKK,Y,1,1,NDB Family,BOTH,MEDIUM
NZKT,Y,1,1,NDB Family,BOTH,MEDIUM
NZLX,Y,1,1,NDB Family,BOTH,LOW
NZMO,Y,1,1,NDB Family,BOTH,LOW
NZNP,Y,2,2-3,Mixed,BOTH,HIGH
NZNR,Y,2,2-3,Mixed,BOTH,HIGH
NZNS,Y,1,1,Radio Nav,BOTH,HIGH
NZNV,Y,2,2-3,Mixed,BOTH,HIGH
NZOH,Y,2,2-3,Mixed,BOTH,HIGH
NZOU,Y,1,1,NDB Family,BOTH,LOW
NZPM,Y,2,2-3,Mixed,BOTH,HIGH
NZPP,Y,1,1,NDB Family,TERMINAL,MEDIUM
NZQN,Y,1,1,Radio Nav,BOTH,HIGH
NZRO,Y,1,1,Radio Nav,BOTH,HIGH
NZSP,Y,1,1,Radio Nav,BOTH,HIGH
NZTG,Y,1,1,NDB Family,BOTH,MEDIUM
NZTM,Y,1,1,NDB Family,BOTH,MEDIUM
NZTU,Y,1,1,NDB Family,BOTH,LOW
NZUK,Y,1,1,Radio Nav,BOTH,HIGH
NZWB,Y,3,2-3,Mixed,BOTH,HIGH
NZWD,Y,3,2-3,Radio Nav,BOTH,HIGH
NZWK,Y,1,1,NDB Family,BOTH,LOW
NZWN,Y,4,4+,Mixed,BOTH,HIGH
NZWO,Y,1,1,NDB Family,BOTH,MEDIUM
NZWP,Y,1,1,Radio Nav,TERMINAL,HIGH
NZWR,Y,2,2-3,NDB Family,BOTH,MEDIUM
NZWS,Y,1,1,NDB Family,BOTH,MEDIUM
NZWU,Y,1,1,NDB Family,BOTH,MEDIUM
OAIX,Y,1,1,Radio Nav,BOTH,LOW
OAKB,Y,3,2-3,Radio Nav,BOTH,MEDIUM
OAKN,Y,2,2-3,Mixed,BOTH,HIGH
OBBI,Y,2,2-3,Mixed,BOTH,HIGH
OBBS,Y,2,2-3,Mixed,BOTH,HIGH
OEAB,Y,1,1,Radio Nav,BOTH,HIGH
OEAH,Y,1,1,Radio Nav,BOTH,HIGH
OEBA,Y,1,1,Radio Nav,BOTH,HIGH
OEBH,Y,1,1,Radio Nav,BOTH,HIGH
OEBQ,Y,1,1,NDB Family,BOTH,LOW
OEDF,Y,1,1,Radio Nav,BOTH,HIGH
OEDM,Y,1,1,Radio Nav,BOTH,HIGH
OEDR,Y,1,1,Radio Nav,BOTH,HIGH
OEGN,Y,1,1,Radio Nav,BOTH,HIGH
OEGS,Y,1,1,Radio Nav,BOTH,HIGH
OEGT,Y,1,1,Radio Nav,BOTH,HIGH
OEHL,Y,1,1,Radio Nav,BOTH,HIGH
OEHR,Y,1,1,NDB Family,TERMINAL,MEDIUM
OEHW,Y,1,1,NDB Family,BOTH,LOW
OEJB,Y,1,1,Radio Nav,BOTH,HIGH
OEJN,Y,1,1,Radio Nav,BOTH,HIGH
OEKK,Y,1,1,Radio Nav,BOTH,LOW
OEKM,Y,1,1,Radio Nav,BOTH,LOW
OEKR,Y,1,1,NDB Family,BOTH,LOW
OEMA,Y,1,1,Radio Nav,BOTH,HIGH
OENG,Y,1,1,Radio Nav,BOTH,HIGH
OEPA,Y,1,1,Radio Nav,BOTH,HIGH
OEPC,Y,1,1,NDB Family,TERMINAL,LOW
OEPF,Y,1,1,NDB Family,TERMINAL,LOW
OEPI,Y,1,1,NDB Family,TERMINAL,LOW
OEPJ,Y,1,1,NDB Family,TERMINAL,LOW
OEPS,Y,2,2-3,Radio Nav,BOTH,LOW
OERB,Y,1,1,Radio Nav,BOTH,HIGH
OERF,Y,1,1,Radio Nav,BOTH,HIGH
OERK,Y,1,1,Radio Nav,BOTH,HIGH
OERM,Y,1,1,Radio Nav,TERMINAL,LOW
OERR,Y,1,1,Radio Nav,BOTH,HIGH
OERT,Y,1,1,NDB Family,BOTH,HIGH
OERY,Y,1,1,Radio Nav,TERMINAL,LOW
OESB,Y,1,1,NDB Family,BOTH,LOW
OESH,Y,1,1,Radio Nav,BOTH,HIGH
OESK,Y,1,1,Radio Nav,BOTH,HIGH
OETB,Y,1,1,Radio Nav,BOTH,HIGH
OETF,Y,1,1,Radio Nav,BOTH,HIGH
OETN,Y,1,1,NDB Family,TERMINAL,LOW
OETR,Y,1,1,Radio Nav,BOTH,HIGH
OEUD,Y,1,1,NDB Family,BOTH,LOW
OEWD,Y,1,1,Radio Nav,BOTH,HIGH
OEWJ,Y,1,1,Radio Nav,BOTH,HIGH
OIAA,Y,1,1,Radio Nav,BOTH,HIGH
OIAD,Y,2,2-3,Mixed,BOTH,HIGH
OIAG,Y,1,1,NDB Family,BOTH,HIGH
OIAH,Y,1,1,NDB Family,LO,LOW
OIAJ,Y,2,2-3,Mixed,BOTH,HIGH
OIAM,Y,1,1,Radio Nav,BOTH,HIGH
OIAW,Y,2,2-3,Mixed,BOTH,HIGH
OIBA,Y,1,1,NDB Family,BOTH,LOW
OIBB,Y,3,2-3,Mixed,BOTH,HIGH
OIBJ,Y,2,2-3,Mixed,BOTH,HIGH
OIBK,Y,3,2-3,Mixed,BOTH,HIGH
OIBL,Y,2,2-3,Mixed,BOTH,HIGH
OIBP,Y,1,1,NDB Family,LO,MEDIUM
OIBQ,Y,2,2-3,Mixed,BOTH,MEDIUM
OIBS,Y,2,2-3,Mixed,BOTH,HIGH
OIBV,Y,2,2-3,Mixed,BOTH,HIGH
OICC,Y,3,2-3,Mixed,BOTH,HIGH
OICI,Y,2,2-3,Mixed,BOTH,HIGH
OICK,Y,2,2-3,Mixed,BOTH,HIGH
OICS,Y,2,2-3,Mixed,BOTH,HIGH
OIFE,Y,1,1,NDB Family,TERMINAL,LOW
OIFH,Y,1,1,NDB Family,TERMINAL,LOW
OIFM,Y,3,2-3,Mixed,BOTH,HIGH
OIFS,Y,2,2-3,Mixed,BOTH,HIGH
OIGG,Y,2,2-3,Mixed,BOTH,HIGH
OIHH,Y,2,2-3,Mixed,BOTH,HIGH
OIHR,Y,1,1,NDB Family,LO,LOW
OIHS,Y,2,2-3,Mixed,BOTH,HIGH
OIIE,Y,1,1,Radio Nav,BOTH,HIGH
OIII,Y,2,2-3,Radio Nav,BOTH,HIGH
OIIP,Y,2,2-3,Mixed,LO,HIGH
OIKB,Y,3,2-3,Mixed,BOTH,HIGH
OIKJ,Y,1,1,NDB Family,BOTH,HIGH
OIKK,Y,3,2-3,Mixed,BOTH,HIGH
OIKM,Y,2,2-3,Mixed,BOTH,HIGH
OIKQ,Y,1,1,NDB Family,BOTH,LOW
OIKR,Y,1,1,NDB Family,BOTH,HIGH
OIKY,Y,1,1,Radio Nav,BOTH,HIGH
OIMB,Y,2,2-3,Mixed,BOTH,HIGH
OIMC,Y,1,1,NDB Family,LO,LOW
OIMJ,Y,1,1,NDB Family,LO,MEDIUM
OIMM,Y,3,2-3,Mixed,BOTH,HIGH
OIMN,Y,2,2-3,Mixed,TERMINAL,HIGH
OIMS,Y,2,2-3,Mixed,BOTH,HIGH
OIMT,Y,1,1,NDB Family,BOTH,HIGH
OINE,Y,1,1,NDB Family,BOTH,HIGH
OING,Y,2,2-3,Mixed,BOTH,HIGH
OINN,Y,1,1,NDB Family,BOTH,HIGH
OINR,Y,1,1,NDB Family,BOTH,HIGH
OINZ,Y,2,2-3,Mixed,BOTH,HIGH
OISF,Y,1,1,NDB Family,BOTH,LOW
OISJ,Y,1,1,NDB Family,BOTH,MEDIUM
OISL,Y,2,2-3,Mixed,LO,HIGH
OISR,Y,1,1,NDB Family,BOTH,HIGH
OISS,Y,3,2-3,Mixed,BOTH,HIGH
OISY,Y,1,1,NDB Family,BOTH,LOW
OITK,Y,1,1,NDB Family,TERMINAL,LOW
OITL,Y,2,2-3,Mixed,BOTH,HIGH
OITM,Y,1,1,NDB Family,LO,LOW
OITP,Y,2,2-3,NDB Family,LO,HIGH
OITR,Y,2,2-3,Mixed,BOTH,HIGH
OITT,Y,2,2-3,Mixed,BOTH,HIGH
OITZ,Y,2,2-3,Mixed,BOTH,HIGH
OIYY,Y,3,2-3,Mixed,BOTH,HIGH
OIZB,Y,1,1,NDB Family,BOTH,LOW
OIZC,Y,1,1,Radio Nav,BOTH,HIGH
OIZH,Y,3,2-3,Mixed,BOTH,HIGH
OIZI,Y,2,2-3,Mixed,BOTH,HIGH
OIZJ,Y,1,1,Radio Nav,BOTH,LOW
OIZS,Y,1,1,NDB Family,LO,MEDIUM
OJAI,Y,3,2-3,Mixed,BOTH,HIGH
OJAM,Y,2,2-3,Mixed,LO,MEDIUM
OJAQ,Y,4,4+,Mixed,TERMINAL,HIGH
OKAS,Y,1,1,Radio Nav,BOTH,LOW
OKDI,Y,1,1,NDB Family,BOTH,LOW
OKKK,Y,1,1,Radio Nav,BOTH,HIGH
OLBA,Y,3,2-3,Mixed,BOTH,HIGH
OLKA,Y,1,1,NDB Family,BOTH,MEDIUM
OM-0038,Y,1,1,Radio Nav,HI,HIGH
OMAA,Y,1,1,Radio Nav,BOTH,HIGH
OMAD,Y,2,2-3,Mixed,BOTH,HIGH
OMAJ,Y,1,1,NDB Family,BOTH,HIGH
OMAL,Y,2,2-3,Mixed,BOTH,HIGH
OMAM,Y,1,1,Radio Nav,BOTH,HIGH
OMAR,Y,1,1,NDB Family,TERMINAL,LOW
OMAS,Y,1,1,NDB Family,BOTH,MEDIUM
OMAZ,Y,1,1,NDB Family,BOTH,HIGH
OMDB,Y,1,1,Radio Nav,BOTH,HIGH
OMFJ,Y,2,2-3,Mixed,BOTH,HIGH
OMRK,Y,1,1,Radio Nav,BOTH,HIGH
OMSJ,Y,1,1,Radio Nav,BOTH,HIGH
OOFD,Y,2,2-3,Mixed,BOTH,HIGH
OOMA,Y,2,2-3,Mixed,TERMINAL,HIGH
OOMS,Y,2,2-3,Mixed,BOTH,HIGH
OOMX,Y,2,2-3,Mixed,BOTH,HIGH
OOSA,Y,2,2-3,Mixed,BOTH,HIGH
OOTH,Y,1,1,Radio Nav,TERMINAL,LOW
OPBN,Y,1,1,NDB Family,RNAV,MEDIUM
OPBW,Y,1,1,NDB Family,BOTH,MEDIUM
OPDB,Y,1,1,NDB Family,BOTH,MEDIUM
OPDG,Y,1,1,NDB Family,BOTH,LOW
OPDI,Y,2,2-3,Mixed,BOTH,HIGH
OPFA,Y,1,1,NDB Family,BOTH,MEDIUM
OPGT,Y,1,1,NDB Family,BOTH,MEDIUM
OPGW,Y,1,1,NDB Family,BOTH,MEDIUM
OPKC,Y,2,2-3,Mixed,BOTH,HIGH
OPKD,Y,1,1,NDB Family,BOTH,MEDIUM
OPKH,Y,1,1,NDB Family,BOTH,MEDIUM
OPLA,Y,2,2-3,Mixed,BOTH,HIGH
OPMF,Y,1,1,NDB Family,BOTH,MEDIUM
OPMI,Y,1,1,NDB Family,BOTH,HIGH
OPMJ,Y,1,1,NDB Family,BOTH,MEDIUM
OPMT,Y,2,2-3,Mixed,BOTH,HIGH
OPNH,Y,2,2-3,Mixed,BOTH,HIGH
OPOR,Y,1,1,NDB Family,BOTH,LOW
OPPC,Y,1,1,NDB Family,BOTH,LOW
OPPG,Y,2,2-3,Mixed,BOTH,HIGH
OPPI,Y,1,1,NDB Family,BOTH,MEDIUM
OPPS,Y,2,2-3,Mixed,BOTH,HIGH
OPQT,Y,2,2-3,Mixed,BOTH,HIGH
OPRK,Y,2,2-3,Mixed,BOTH,HIGH
OPRN,Y,2,2-3,Mixed,BOTH,HIGH
OPRT,Y,1,1,NDB Family,BOTH,MEDIUM
OPSB,Y,1,1,NDB Family,BOTH,LOW
OPSD,Y,1,1,NDB Family,BOTH,MEDIUM
OPSK,Y,1,1,NDB Family,BOTH,MEDIUM
OPSN,Y,1,1,NDB Family,BOTH,LOW
OPSS,Y,1,1,NDB Family,BOTH,MEDIUM
OPTU,Y,1,1,NDB Family,BOTH,MEDIUM
OPZB,Y,2,2-3,Mixed,BOTH,HIGH
ORAA,Y,1,1,Radio Nav,BOTH,HIGH
ORAT,Y,1,1,Radio Nav,BOTH,HIGH
ORBD,Y,1,1,Radio Nav,BOTH,LOW
ORBI,Y,1,1,Radio Nav,BOTH,HIGH
ORKK,Y,1,1,Radio Nav,BOTH,HIGH
ORMM,Y,2,2-3,Radio Nav,BOTH,HIGH
ORQW,Y,1,1,Radio Nav,BOTH,HIGH
ORSU,Y,1,1,Radio Nav,BOTH,HIGH
ORTL,Y,1,1,Radio Nav,BOTH,HIGH
OSAP,Y,3,2-3,Mixed,BOTH,HIGH
OSDI,Y,4,4+,Mixed,BOTH,HIGH
OSDZ,Y,2,2-3,Mixed,TERMINAL,HIGH
OSKL,Y,2,2-3,Mixed,BOTH,HIGH
OSLK,Y,3,2-3,Mixed,BOTH,HIGH
OSPR,Y,1,1,NDB Family,BOTH,HIGH
OTBD,Y,2,2-3,Mixed,BOTH,HIGH
OTBH,Y,1,1,Radio Nav,BOTH,LOW
